id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis,_ingest_timestamp,_source_system,_batch_id,_ingest_year,_ingest_month,_ingest_day
5098,Miguel,Rodriguez,CE,1000005097,1973-08-17T00:00:00.000Z,2024-12-03T00:00:00.000Z,E,685,Guadalajara,Lima,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
5099,Pedro,Gonzalez,PEP,1000005098,1999-06-15T00:00:00.000Z,2024-12-10T00:00:00.000Z,P,755,Santiago,Metropolitana,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
5100,Pedro,Hernandez,CC,1000005099,1981-09-06T00:00:00.000Z,2025-07-23T00:00:00.000Z,S,593,Lima,Cundinamarca,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
5101,Miguel,Gonzalez,CC,1000005100,1996-12-05T00:00:00.000Z,2025-12-09T00:00:00.000Z,E,475,CDMX,Cundinamarca,Bloqueado,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
5102,Laura,Garcia,CC,1000005101,1969-01-17T00:00:00.000Z,2025-03-01T00:00:00.000Z,S,406,Santiago,Jalisco,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
5103,Pedro,Hernandez,CC,1000005102,1978-04-19T00:00:00.000Z,2025-11-10T00:00:00.000Z,B,385,Medellín,Lima,Inactivo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
5104,Laura,Gonzalez,CE,1000005103,1998-07-11T00:00:00.000Z,2024-05-07T00:00:00.000Z,B,809,Lima,Cundinamarca,Activo,APP_MOBILE,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
5105,Juan,Hernandez,CC,1000005104,2001-08-16T00:00:00.000Z,2024-06-12T00:00:00.000Z,S,526,Santiago,Cundinamarca,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
5106,Juan,Lopez,CE,1000005105,2001-04-21T00:00:00.000Z,2025-04-05T00:00:00.000Z,S,893,Lima,Lima,Activo,CORRESPONSAL,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
5107,Pedro,Rodriguez,CE,1000005106,1984-09-11T00:00:00.000Z,2024-11-01T00:00:00.000Z,B,628,Buenos Aires,Buenos Aires,Activo,WEB,2026-04-01T18:05:33.990Z,SQL_FINBANK,batch_20260401_180517,2026,4,1
